u,v,key,line,length_m,spatial,transfer,edge_type,structure,geometry_wkt,source_line,target_line,transfer_distance_m,transfer_basis,travel_time_s,time_source,projection_method,projection_distance,projection_quality,reference_count,temporal_rate_s_per_m,observed
LIM-0139,LIM-0138,0,L4,953.4515794292746,True,False,in_line,At Grade,"LINESTRING (-77.04734 -12.09423, -77.03866 -12.09301)",,,,,121.89231991990168,projected_lima_scenario,knn_inverse_distance_rate,0.5031793553372991,mode_fallback,12,0.12784321988628417,False
LIM-0139,LIM-0140,0,L4,377.60591288544543,True,False,in_line,At Grade,"LINESTRING (-77.04734 -12.09423, -77.05079 -12.09462)",,,,,84.23711948584912,projected_lima_scenario,knn_inverse_distance_rate,0.6379181301703786,mode_fallback,12,0.22308209858833486,False
LIM-0140,LIM-0139,0,L4,377.60591288544543,True,False,in_line,At Grade,"LINESTRING (-77.05079 -12.09462, -77.04734 -12.09423)",,,,,84.23711948584912,projected_lima_scenario,knn_inverse_distance_rate,0.6379181301703786,mode_fallback,12,0.22308209858833486,False
LIM-0140,LIM-0141,0,L4,1623.9380279684551,True,False,in_line,At Grade,"LINESTRING (-77.05079 -12.09462, -77.06317 -12.08645)",,,,,109.55017639999882,projected_lima_scenario,knn_inverse_distance_rate,0.5071374160986519,mode_fallback,12,0.06745957943792102,False
LIM-0141,LIM-0140,0,L4,1623.9380279684551,True,False,in_line,At Grade,"LINESTRING (-77.06317 -12.08645, -77.05079 -12.09462)",,,,,109.55017639999882,projected_lima_scenario,knn_inverse_distance_rate,0.5071374160986519,mode_fallback,12,0.06745957943792102,False
LIM-0141,LIM-0142,0,L4,597.6251672357325,True,False,in_line,At Grade,"LINESTRING (-77.06317 -12.08645, -77.06741 -12.08303)",,,,,79.04037537810237,projected_lima_scenario,knn_inverse_distance_rate,0.5046580605305344,mode_fallback,12,0.13225744113772403,False
LIM-0142,LIM-0141,0,L4,597.6251672357325,True,False,in_line,At Grade,"LINESTRING (-77.06741 -12.08303, -77.06317 -12.08645)",,,,,79.04037537810237,projected_lima_scenario,knn_inverse_distance_rate,0.5046580605305344,mode_fallback,12,0.13225744113772403,False
LIM-0142,LIM-0143,0,L4,1540.100240849384,True,False,in_line,At Grade,"LINESTRING (-77.06741 -12.08303, -77.08073 -12.07832)",,,,,120.07972269585794,projected_lima_scenario,knn_inverse_distance_rate,0.5137324932039712,mode_fallback,12,0.07796877080522532,False
LIM-0143,LIM-0142,0,L4,1540.100240849384,True,False,in_line,At Grade,"LINESTRING (-77.08073 -12.07832, -77.06741 -12.08303)",,,,,120.07972269585794,projected_lima_scenario,knn_inverse_distance_rate,0.5137324932039712,mode_fallback,12,0.07796877080522532,False
LIM-0143,LIM-0144,0,L4,1383.9516066722608,True,False,in_line,At Grade,"LINESTRING (-77.08073 -12.07832, -77.09342 -12.07736)",,,,,130.40999861549733,projected_lima_scenario,knn_inverse_distance_rate,0.5195308403681392,mode_fallback,12,0.0942301724906919,False
LIM-0143,LIM-0190,0,TRANSFER,83.96178789071674,False,True,transfer,Transfer,"LINESTRING (-77.08073 -12.07832, -77.08128 -12.07779)",L4,L6,83.96178789071674,matching_name_and_proximity,114.96815657559728,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.3692914296350849,False
LIM-0144,LIM-0143,0,L4,1383.9516066722608,True,False,in_line,At Grade,"LINESTRING (-77.09342 -12.07736, -77.08073 -12.07832)",,,,,130.40999861549733,projected_lima_scenario,knn_inverse_distance_rate,0.5195308403681392,mode_fallback,12,0.0942301724906919,False
LIM-0144,LIM-0145,0,L4,1701.6091915680158,True,False,in_line,At Grade,"LINESTRING (-77.09342 -12.07736, -77.09724 -12.06252)",,,,,175.2107859699991,projected_lima_scenario,knn_inverse_distance_rate,0.5189662656852254,mode_fallback,12,0.10296770071425397,False
LIM-0145,LIM-0144,0,L4,1701.6091915680158,True,False,in_line,At Grade,"LINESTRING (-77.09724 -12.06252, -77.09342 -12.07736)",,,,,175.2107859699991,projected_lima_scenario,knn_inverse_distance_rate,0.5189662656852254,mode_fallback,12,0.10296770071425397,False
LIM-0145,LIM-0146,0,L4,1050.6124229410775,True,False,in_line,At Grade,"LINESTRING (-77.09724 -12.06252, -77.09811 -12.05311)",,,,,119.6767476469777,projected_lima_scenario,knn_inverse_distance_rate,0.505960178950742,mode_fallback,12,0.11391141493640004,False
LIM-0146,LIM-0145,0,L4,1050.6124229410775,True,False,in_line,At Grade,"LINESTRING (-77.09811 -12.05311, -77.09724 -12.06252)",,,,,119.6767476469777,projected_lima_scenario,knn_inverse_distance_rate,0.505960178950742,mode_fallback,12,0.11391141493640004,False
LIM-0146,LIM-0147,0,L4,1432.3885854699186,True,False,in_line,At Grade,"LINESTRING (-77.09811 -12.05311, -77.09917 -12.04027)",,,,,137.35474377582324,projected_lima_scenario,knn_inverse_distance_rate,0.5095460140134411,mode_fallback,12,0.0958920960199929,False
LIM-0146,LIM-0093,0,TRANSFER,43.70554519351277,False,True,transfer,Transfer,"LINESTRING (-77.09811 -12.05311, -77.09816 -12.0535)",L4,L2,43.70554519351277,matching_name_and_proximity,81.42128766126064,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.8629509665365307,False
LIM-0147,LIM-0146,0,L4,1432.3885854699186,True,False,in_line,At Grade,"LINESTRING (-77.09917 -12.04027, -77.09811 -12.05311)",,,,,137.35474377582324,projected_lima_scenario,knn_inverse_distance_rate,0.5095460140134411,mode_fallback,12,0.0958920960199929,False
LIM-0147,LIM-0148,0,L4,488.7316787536692,True,False,in_line,At Grade,"LINESTRING (-77.09917 -12.04027, -77.09939 -12.03588)",,,,,79.77740749491306,projected_lima_scenario,knn_inverse_distance_rate,0.5115427012001158,mode_fallback,12,0.1632335511754754,False
LIM-0148,LIM-0147,0,L4,488.7316787536692,True,False,in_line,At Grade,"LINESTRING (-77.09939 -12.03588, -77.09917 -12.04027)",,,,,79.77740749491306,projected_lima_scenario,knn_inverse_distance_rate,0.5115427012001158,mode_fallback,12,0.1632335511754754,False
LIM-0148,LIM-0149,0,L4,948.7685188810603,True,False,in_line,At Grade,"LINESTRING (-77.09939 -12.03588, -77.10288 -12.02806)",,,,,113.74461904232606,projected_lima_scenario,knn_inverse_distance_rate,0.5013417448569513,mode_fallback,12,0.11988658643150589,False
LIM-0149,LIM-0148,0,L4,948.7685188810603,True,False,in_line,At Grade,"LINESTRING (-77.10288 -12.02806, -77.09939 -12.03588)",,,,,113.74461904232606,projected_lima_scenario,knn_inverse_distance_rate,0.5013417448569513,mode_fallback,12,0.11988658643150589,False
LIM-0149,LIM-0150,0,L4,763.3542623549705,True,False,in_line,At Grade,"LINESTRING (-77.10288 -12.02806, -77.1061 -12.02196)",,,,,91.8960840426633,projected_lima_scenario,knn_inverse_distance_rate,0.5028715721992438,mode_fallback,12,0.12038458232899776,False
LIM-0150,LIM-0149,0,L4,763.3542623549705,True,False,in_line,At Grade,"LINESTRING (-77.1061 -12.02196, -77.10288 -12.02806)",,,,,91.8960840426633,projected_lima_scenario,knn_inverse_distance_rate,0.5028715721992438,mode_fallback,12,0.12038458232899776,False
LIM-0150,LIM-0151,0,L4,1220.2771606262845,True,False,in_line,At Grade,"LINESTRING (-77.1061 -12.02196, -77.11092 -12.01205)",,,,,120.56945104580093,projected_lima_scenario,knn_inverse_distance_rate,0.5068885430691827,mode_fallback,12,0.09880497229327877,False
LIM-0150,LIM-0246,0,TRANSFER,119.72322656847932,False,True,transfer,Transfer,"LINESTRING (-77.1061 -12.02196, -77.10507 -12.02158)",L4,L9,119.72322656847932,matching_name_and_proximity,144.7693554737328,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.2092002498022185,False
LIM-0151,LIM-0150,0,L4,1220.2771606262845,True,False,in_line,At Grade,"LINESTRING (-77.11092 -12.01205, -77.1061 -12.02196)",,,,,120.56945104580093,projected_lima_scenario,knn_inverse_distance_rate,0.5068885430691827,mode_fallback,12,0.09880497229327877,False
LIM-0151,LIM-0152,0,L4,1383.182652771635,True,False,in_line,At Grade,"LINESTRING (-77.11092 -12.01205, -77.11678 -12.00101)",,,,,130.37288196607435,projected_lima_scenario,knn_inverse_distance_rate,0.5196298222396885,mode_fallback,12,0.09425572371431341,False
LIM-0152,LIM-0151,0,L4,1383.182652771635,True,False,in_line,At Grade,"LINESTRING (-77.11678 -12.00101, -77.11092 -12.01205)",,,,,130.37288196607435,projected_lima_scenario,knn_inverse_distance_rate,0.5196298222396885,mode_fallback,12,0.09425572371431341,False
LIM-0152,LIM-0153,0,L4,1092.812577327306,True,False,in_line,At Grade,"LINESTRING (-77.11678 -12.00101, -77.12593 -11.99695)",,,,,124.51719784195284,projected_lima_scenario,knn_inverse_distance_rate,0.5068277310807688,mode_fallback,12,0.1139419516441555,False
LIM-0153,LIM-0152,0,L4,1092.812577327306,True,False,in_line,At Grade,"LINESTRING (-77.12593 -11.99695, -77.11678 -12.00101)",,,,,124.51719784195284,projected_lima_scenario,knn_inverse_distance_rate,0.5068277310807688,mode_fallback,12,0.1139419516441555,False
LIM-0153,LIM-0204,0,TRANSFER,85.8690697234941,False,True,transfer,Transfer,"LINESTRING (-77.12593 -11.99695, -77.12607 -11.99619)",L4,L7,85.8690697234941,proximity,116.55755810291176,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.3573869901960887,False
LIM-0154,LIM-0155,0,L5,1246.2807617590684,True,False,in_line,At Grade,"LINESTRING (-76.95401 -12.20624, -76.96376 -12.21214)",,,,,127.43808376803281,projected_lima_scenario,knn_inverse_distance_rate,0.5076852374966883,mode_fallback,12,0.10225471473069983,False
LIM-0155,LIM-0154,0,L5,1246.2807617590684,True,False,in_line,At Grade,"LINESTRING (-76.96376 -12.21214, -76.95401 -12.20624)",,,,,127.43808376803281,projected_lima_scenario,knn_inverse_distance_rate,0.5076852374966883,mode_fallback,12,0.10225471473069983,False
LIM-0155,LIM-0156,0,L5,1386.950157488287,True,False,in_line,At Grade,"LINESTRING (-76.96376 -12.21214, -76.97481 -12.2059)",,,,,130.5599858329441,projected_lima_scenario,knn_inverse_distance_rate,0.5191755133042317,mode_fallback,12,0.09413459101470754,False
LIM-0156,LIM-0155,0,L5,1386.950157488287,True,False,in_line,At Grade,"LINESTRING (-76.97481 -12.2059, -76.96376 -12.21214)",,,,,130.5599858329441,projected_lima_scenario,knn_inverse_distance_rate,0.5191755133042317,mode_fallback,12,0.09413459101470754,False
LIM-0156,LIM-0157,0,L5,1090.5972104467626,True,False,in_line,At Grade,"LINESTRING (-76.97481 -12.2059, -76.97837 -12.19673)",,,,,123.53448039289081,projected_lima_scenario,knn_inverse_distance_rate,0.5054829112475072,mode_fallback,12,0.1132723238328154,False
LIM-0157,LIM-0156,0,L5,1090.5972104467626,True,False,in_line,At Grade,"LINESTRING (-76.97837 -12.19673, -76.97481 -12.2059)",,,,,123.53448039289081,projected_lima_scenario,knn_inverse_distance_rate,0.5054829112475072,mode_fallback,12,0.1132723238328154,False
LIM-0157,LIM-0158,0,L5,1462.8519843612237,True,False,in_line,At Grade,"LINESTRING (-76.97837 -12.19673, -76.98831 -12.18786)",,,,,138.80170927495675,projected_lima_scenario,knn_inverse_distance_rate,0.5267739345416362,mode_fallback,12,0.09488431554171668,False
LIM-0158,LIM-0157,0,L5,1462.8519843612237,True,False,in_line,At Grade,"LINESTRING (-76.98831 -12.18786, -76.97837 -12.19673)",,,,,138.80170927495675,projected_lima_scenario,knn_inverse_distance_rate,0.5267739345416362,mode_fallback,12,0.09488431554171668,False
LIM-0158,LIM-0159,0,L5,1323.4394066704117,True,False,in_line,At Grade,"LINESTRING (-76.98831 -12.18786, -76.99587 -12.17853)",,,,,154.49163512402342,projected_lima_scenario,knn_inverse_distance_rate,0.5128685288998177,mode_fallback,12,0.11673495163084402,False
LIM-0159,LIM-0158,0,L5,1323.4394066704117,True,False,in_line,At Grade,"LINESTRING (-76.99587 -12.17853, -76.98831 -12.18786)",,,,,154.49163512402342,projected_lima_scenario,knn_inverse_distance_rate,0.5128685288998177,mode_fallback,12,0.11673495163084402,False
LIM-0159,LIM-0160,0,L5,1210.8580168566366,True,False,in_line,At Grade,"LINESTRING (-76.99587 -12.17853, -76.99863 -12.16798)",,,,,117.15577225312242,projected_lima_scenario,knn_inverse_distance_rate,0.5115217921024221,mode_fallback,12,0.09675434330216229,False
LIM-0160,LIM-0159,0,L5,1210.8580168566366,True,False,in_line,At Grade,"LINESTRING (-76.99863 -12.16798, -76.99587 -12.17853)",,,,,117.15577225312242,projected_lima_scenario,knn_inverse_distance_rate,0.5115217921024221,mode_fallback,12,0.09675434330216229,False
LIM-0160,LIM-0161,0,L5,981.120498465834,True,False,in_line,At Grade,"LINESTRING (-76.99863 -12.16798, -76.99443 -12.16017)",,,,,106.61070873637289,projected_lima_scenario,knn_inverse_distance_rate,0.503270702722058,mode_fallback,12,0.10866219684847961,False
LIM-0161,LIM-0160,0,L5,981.120498465834,True,False,in_line,At Grade,"LINESTRING (-76.99443 -12.16017, -76.99863 -12.16798)",,,,,106.61070873637289,projected_lima_scenario,knn_inverse_distance_rate,0.503270702722058,mode_fallback,12,0.10866219684847961,False
LIM-0161,LIM-0162,0,L5,1650.850630403026,True,False,in_line,At Grade,"LINESTRING (-76.99443 -12.16017, -77.00616 -12.15074)",,,,,129.71694979624027,projected_lima_scenario,knn_inverse_distance_rate,0.5124819999361586,mode_fallback,12,0.07857582473380537,False
LIM-0162,LIM-0161,0,L5,1650.850630403026,True,False,in_line,At Grade,"LINESTRING (-77.00616 -12.15074, -76.99443 -12.16017)",,,,,129.71694979624027,projected_lima_scenario,knn_inverse_distance_rate,0.5124819999361586,mode_fallback,12,0.07857582473380537,False
LIM-0162,LIM-0163,0,L5,727.1224896951824,True,False,in_line,At Grade,"LINESTRING (-77.00616 -12.15074, -77.01171 -12.14709)",,,,,96.84837975750679,projected_lima_scenario,knn_inverse_distance_rate,0.5034275931866029,mode_fallback,12,0.13319403694707158,False
LIM-0163,LIM-0162,0,L5,727.1224896951824,True,False,in_line,At Grade,"LINESTRING (-77.01171 -12.14709, -77.00616 -12.15074)",,,,,96.84837975750679,projected_lima_scenario,knn_inverse_distance_rate,0.5034275931866029,mode_fallback,12,0.13319403694707158,False
LIM-0163,LIM-0164,0,L5,887.4444303171432,True,False,in_line,At Grade,"LINESTRING (-77.01171 -12.14709, -77.01774 -12.14171)",,,,,101.20187078427993,projected_lima_scenario,knn_inverse_distance_rate,0.503386781282689,mode_fallback,12,0.1140374172477636,False
LIM-0164,LIM-0163,0,L5,887.4444303171432,True,False,in_line,At Grade,"LINESTRING (-77.01774 -12.14171, -77.01171 -12.14709)",,,,,101.20187078427993,projected_lima_scenario,knn_inverse_distance_rate,0.503386781282689,mode_fallback,12,0.1140374172477636,False
LIM-0164,LIM-0165,0,L5,880.8147705083475,True,False,in_line,At Grade,"LINESTRING (-77.01774 -12.14171, -77.01789 -12.13379)",,,,,115.89958115963172,projected_lima_scenario,knn_inverse_distance_rate,0.5013543471281174,mode_fallback,12,0.13158224071644736,False
LIM-0164,LIM-0038,0,TRANSFER,62.269158920965786,False,True,transfer,Transfer,"LINESTRING (-77.01774 -12.14171, -77.01774 -12.14115)",L5,BRT,62.269158920965786,matching_name_and_proximity,96.8909657674715,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.5560024809464494,False
LIM-0165,LIM-0164,0,L5,880.8147705083475,True,False,in_line,At Grade,"LINESTRING (-77.01789 -12.13379, -77.01774 -12.14171)",,,,,115.89958115963172,projected_lima_scenario,knn_inverse_distance_rate,0.5013543471281174,mode_fallback,12,0.13158224071644736,False
LIM-0165,LIM-0166,0,L5,851.075249497613,True,False,in_line,At Grade,"LINESTRING (-77.01789 -12.13379, -77.01814 -12.12614)",,,,,112.93271832508339,projected_lima_scenario,knn_inverse_distance_rate,0.5028223719289254,mode_fallback,12,0.13269416352049623,False
LIM-0165,LIM-0037,0,TRANSFER,227.02893880724704,False,True,transfer,Transfer,"LINESTRING (-77.01789 -12.13379, -77.01868 -12.13568)",L5,BRT,227.02893880724704,proximity,234.19078233937253,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.031545949911725,False
LIM-0166,LIM-0165,0,L5,851.075249497613,True,False,in_line,At Grade,"LINESTRING (-77.01814 -12.12614, -77.01789 -12.13379)",,,,,112.93271832508339,projected_lima_scenario,knn_inverse_distance_rate,0.5028223719289254,mode_fallback,12,0.13269416352049623,False
LIM-0166,LIM-0167,0,L5,1479.2285495149947,True,False,in_line,At Grade,"LINESTRING (-77.01814 -12.12614, -77.01843 -12.11284)",,,,,148.89524560309647,projected_lima_scenario,knn_inverse_distance_rate,0.5279318268102504,mode_fallback,12,0.10065736336140607,False
LIM-0166,LIM-0104,0,TRANSFER,34.00401279472245,False,True,transfer,Transfer,"LINESTRING (-77.01814 -12.12614, -77.01788 -12.12631)",L5,L3,34.00401279472245,proximity,73.33667732893538,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,2.1567065561249734,False
LIM-0167,LIM-0166,0,L5,1479.2285495149947,True,False,in_line,At Grade,"LINESTRING (-77.01843 -12.11284, -77.01814 -12.12614)",,,,,148.89524560309647,projected_lima_scenario,knn_inverse_distance_rate,0.5279318268102504,mode_fallback,12,0.10065736336140607,False
LIM-0168,LIM-0169,0,L6,1439.0769888343675,True,False,in_line,At Grade,"LINESTRING (-76.96643 -12.02474, -76.96271 -12.03716)",,,,,137.99696117855993,projected_lima_scenario,knn_inverse_distance_rate,0.5142054543421627,mode_fallback,12,0.09589268833374617,False
LIM-0168,LIM-0238,0,TRANSFER,93.12827959612063,False,True,transfer,Transfer,"LINESTRING (-76.96643 -12.02474, -76.96697 -12.02409)",L6,L8,93.12827959612063,matching_name_and_proximity,122.60689966343386,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.3165377927645212,False
LIM-0169,LIM-0168,0,L6,1439.0769888343675,True,False,in_line,At Grade,"LINESTRING (-76.96271 -12.03716, -76.96643 -12.02474)",,,,,137.99696117855993,projected_lima_scenario,knn_inverse_distance_rate,0.5142054543421627,mode_fallback,12,0.09589268833374617,False
LIM-0169,LIM-0170,0,L6,1069.2549937245092,True,False,in_line,At Grade,"LINESTRING (-76.96271 -12.03716, -76.96988 -12.04374)",,,,,111.14641442760694,projected_lima_scenario,knn_inverse_distance_rate,0.5119279745692514,mode_fallback,12,0.10394752896168707,False
LIM-0170,LIM-0169,0,L6,1069.2549937245092,True,False,in_line,At Grade,"LINESTRING (-76.96988 -12.04374, -76.96271 -12.03716)",,,,,111.14641442760694,projected_lima_scenario,knn_inverse_distance_rate,0.5119279745692514,mode_fallback,12,0.10394752896168707,False
LIM-0170,LIM-0171,0,L6,1401.3406303351137,True,False,in_line,At Grade,"LINESTRING (-76.96988 -12.04374, -76.96443 -12.05516)",,,,,128.62801288684997,projected_lima_scenario,knn_inverse_distance_rate,0.5130733927145501,mode_fallback,12,0.09178925530482203,False
LIM-0171,LIM-0170,0,L6,1401.3406303351137,True,False,in_line,At Grade,"LINESTRING (-76.96443 -12.05516, -76.96988 -12.04374)",,,,,128.62801288684997,projected_lima_scenario,knn_inverse_distance_rate,0.5130733927145501,mode_fallback,12,0.09178925530482203,False
LIM-0171,LIM-0172,0,L6,1849.4051692423943,True,False,in_line,At Grade,"LINESTRING (-76.96443 -12.05516, -76.97252 -12.06979)",,,,,189.52767169234997,projected_lima_scenario,knn_inverse_distance_rate,0.506886255851422,mode_fallback,12,0.10248034062216321,False
LIM-0171,LIM-0077,0,TRANSFER,110.5742877903532,False,True,transfer,Transfer,"LINESTRING (-76.96443 -12.05516, -76.96402 -12.05425)",L6,L2,110.5742877903532,proximity,137.14523982529434,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.2402995539552484,False
LIM-0172,LIM-0171,0,L6,1849.4051692423943,True,False,in_line,At Grade,"LINESTRING (-76.97252 -12.06979, -76.96443 -12.05516)",,,,,189.52767169234997,projected_lima_scenario,knn_inverse_distance_rate,0.506886255851422,mode_fallback,12,0.10248034062216321,False
LIM-0172,LIM-0173,0,L6,3877.074376703973,True,False,in_line,At Grade,"LINESTRING (-76.97252 -12.06979, -76.96318 -12.10344)",,,,,195.5508084440998,projected_lima_scenario,knn_inverse_distance_rate,0.5217230974111016,mode_fallback,12,0.050437724284862415,False
LIM-0173,LIM-0172,0,L6,3877.074376703973,True,False,in_line,At Grade,"LINESTRING (-76.96318 -12.10344, -76.97252 -12.06979)",,,,,195.5508084440998,projected_lima_scenario,knn_inverse_distance_rate,0.5217230974111016,mode_fallback,12,0.050437724284862415,False
LIM-0173,LIM-0174,0,L6,2475.4567885077827,True,False,in_line,At Grade,"LINESTRING (-76.96318 -12.10344, -76.97041 -12.08233)",,,,,154.10077744097975,projected_lima_scenario,knn_inverse_distance_rate,0.5128380255313989,mode_fallback,12,0.06225145118928634,False
LIM-0174,LIM-0173,0,L6,2475.4567885077827,True,False,in_line,At Grade,"LINESTRING (-76.97041 -12.08233, -76.96318 -12.10344)",,,,,154.10077744097975,projected_lima_scenario,knn_inverse_distance_rate,0.5128380255313989,mode_fallback,12,0.06225145118928634,False
LIM-0174,LIM-0175,0,L6,1618.8929751316734,True,False,in_line,At Grade,"LINESTRING (-76.97041 -12.08233, -76.97351 -12.09657)",,,,,102.20338825695626,projected_lima_scenario,knn_inverse_distance_rate,0.5077713728836698,mode_fallback,12,0.06313165220118612,False
LIM-0175,LIM-0174,0,L6,1618.8929751316734,True,False,in_line,At Grade,"LINESTRING (-76.97351 -12.09657, -76.97041 -12.08233)",,,,,102.20338825695626,projected_lima_scenario,knn_inverse_distance_rate,0.5077713728836698,mode_fallback,12,0.06313165220118612,False
LIM-0175,LIM-0176,0,L6,1475.0791809243913,True,False,in_line,At Grade,"LINESTRING (-76.97351 -12.09657, -76.97285 -12.10982)",,,,,148.58014051151775,projected_lima_scenario,knn_inverse_distance_rate,0.5280073091386883,mode_fallback,12,0.10072689143263935,False
LIM-0176,LIM-0175,0,L6,1475.0791809243913,True,False,in_line,At Grade,"LINESTRING (-76.97285 -12.10982, -76.97351 -12.09657)",,,,,148.58014051151775,projected_lima_scenario,knn_inverse_distance_rate,0.5280073091386883,mode_fallback,12,0.10072689143263935,False
LIM-0176,LIM-0177,0,L6,584.5222498293156,True,False,in_line,At Grade,"LINESTRING (-76.97285 -12.10982, -76.97821 -12.11023)",,,,,97.50341926318275,projected_lima_scenario,knn_inverse_distance_rate,0.5105365815077337,mode_fallback,12,0.16680873874630847,False
LIM-0177,LIM-0176,0,L6,584.5222498293156,True,False,in_line,At Grade,"LINESTRING (-76.97821 -12.11023, -76.97285 -12.10982)",,,,,97.50341926318275,projected_lima_scenario,knn_inverse_distance_rate,0.5105365815077337,mode_fallback,12,0.16680873874630847,False
LIM-0177,LIM-0178,0,L6,692.1052696747836,True,False,in_line,At Grade,"LINESTRING (-76.97821 -12.11023, -76.98456 -12.11067)",,,,,94.90812832530422,projected_lima_scenario,knn_inverse_distance_rate,0.5076002352682966,mode_fallback,12,0.13712961377956423,False
LIM-0178,LIM-0177,0,L6,692.1052696747836,True,False,in_line,At Grade,"LINESTRING (-76.98456 -12.11067, -76.97821 -12.11023)",,,,,94.90812832530422,projected_lima_scenario,knn_inverse_distance_rate,0.5076002352682966,mode_fallback,12,0.13712961377956423,False
LIM-0178,LIM-0179,0,L6,1001.2167949204872,True,False,in_line,At Grade,"LINESTRING (-76.98456 -12.11067, -76.99375 -12.11125)",,,,,120.06257697565503,projected_lima_scenario,knn_inverse_distance_rate,0.5164913769315725,mode_fallback,12,0.11991666298924794,False
LIM-0179,LIM-0178,0,L6,1001.2167949204872,True,False,in_line,At Grade,"LINESTRING (-76.99375 -12.11125, -76.98456 -12.11067)",,,,,120.06257697565503,projected_lima_scenario,knn_inverse_distance_rate,0.5164913769315725,mode_fallback,12,0.11991666298924794,False
LIM-0179,LIM-0180,0,L6,736.7240412921208,True,False,in_line,At Grade,"LINESTRING (-76.99375 -12.11125, -77.00051 -12.11171)",,,,,82.07838425413455,projected_lima_scenario,knn_inverse_distance_rate,0.5010315770520796,mode_fallback,12,0.11140994409545729,False
LIM-0180,LIM-0179,0,L6,736.7240412921208,True,False,in_line,At Grade,"LINESTRING (-77.00051 -12.11171, -76.99375 -12.11125)",,,,,82.07838425413455,projected_lima_scenario,knn_inverse_distance_rate,0.5010315770520796,mode_fallback,12,0.11140994409545729,False
LIM-0180,LIM-0181,0,L6,1087.8101771909355,True,False,in_line,At Grade,"LINESTRING (-77.00051 -12.11171, -77.01049 -12.11241)",,,,,119.09382933221156,projected_lima_scenario,knn_inverse_distance_rate,0.5038518101024255,mode_fallback,12,0.10948034117473408,False
LIM-0180,LIM-0055,0,TRANSFER,74.10154430737344,False,True,transfer,Transfer,"LINESTRING (-77.00051 -12.11171, -77.0002743601799 -12.111084682396855)",L6,L1,74.10154430737344,proximity,106.7512869228112,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.4406081265999873,False
LIM-0181,LIM-0180,0,L6,1087.8101771909355,True,False,in_line,At Grade,"LINESTRING (-77.01049 -12.11241, -77.00051 -12.11171)",,,,,119.09382933221156,projected_lima_scenario,knn_inverse_distance_rate,0.5038518101024255,mode_fallback,12,0.10948034117473408,False
LIM-0181,LIM-0182,0,L6,1570.430164796122,True,False,in_line,At Grade,"LINESTRING (-77.01049 -12.11241, -77.0249 -12.11339)",,,,,139.2161041001952,projected_lima_scenario,knn_inverse_distance_rate,0.5043873951689946,mode_fallback,12,0.08864838897071788,False
LIM-0182,LIM-0181,0,L6,1570.430164796122,True,False,in_line,At Grade,"LINESTRING (-77.0249 -12.11339, -77.01049 -12.11241)",,,,,139.2161041001952,projected_lima_scenario,knn_inverse_distance_rate,0.5043873951689946,mode_fallback,12,0.08864838897071788,False
LIM-0182,LIM-0183,0,L6,528.3678138628766,True,False,in_line,At Grade,"LINESTRING (-77.0249 -12.11339, -77.02974 -12.11382)",,,,,87.78994702628862,projected_lima_scenario,knn_inverse_distance_rate,0.5045767457278391,mode_fallback,12,0.1661530939677414,False
LIM-0182,LIM-0033,0,TRANSFER,127.86184556938596,False,True,transfer,Transfer,"LINESTRING (-77.0249 -12.11339, -77.02601 -12.11301)",L6,BRT,127.86184556938596,proximity,151.55153797448833,projected_lima_scenario,transfer_walk_rule,0.0,rule_based_transfer,0,1.1852756958075255,False
LIM-0183,LIM-0182,0,L6,528.3678138628766,True,False,in_line,At Grade,"LINESTRING (-77.02974 -12.11382, -77.0249 -12.11339)",,,,,87.78994702628862,projected_lima_scenario,knn_inverse_distance_rate,0.5045767457278391,mode_fallback,12,0.1661530939677414,False
LIM-0183,LIM-0184,0,L6,788.7417403669956,True,False,in_line,At Grade,"LINESTRING (-77.02974 -12.11382, -77.03699 -12.11408)",,,,,82.35488307212692,projected_lima_scenario,knn_inverse_distance_rate,0.508965886323587,mode_fallback,12,0.10441298952152299,False
LIM-0184,LIM-0183,0,L6,788.7417403669956,True,False,in_line,At Grade,"LINESTRING (-77.03699 -12.11408, -77.02974 -12.11382)",,,,,82.35488307212692,projected_lima_scenario,knn_inverse_distance_rate,0.508965886323587,mode_fallback,12,0.10441298952152299,False
LIM-0184,LIM-0185,0,L6,1254.178883478003,True,False,in_line,At Grade,"LINESTRING (-77.03699 -12.11408, -77.04849 -12.11319)",,,,,128.23617844668541,projected_lima_scenario,knn_inverse_distance_rate,0.5119273392805013,mode_fallback,12,0.10224711971793818,False
