GTFS Stop ID,Station ID,Complex ID,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,geometry,_x,_y,is_cbd,geometry_wkt
F33,248,248,IND,6th Av - Culver,Avenue N,Bk,False,F,Elevated,40.61514,-73.974197,Manhattan,Southbound,0,0,0,,POINT (-73.974197 40.61514),POINT (-73.974197 40.61514),-8234769.9418813065,4955739.567947191,False,POINT (-73.974197 40.61514)
233,336,336,IRT,Eastern Pky,Hoyt St,Bk,False,2 3,Subway,40.690545,-73.985065,Manhattan,Outbound,2,0,1,Outbound only,POINT (-73.985065 40.690545),POINT (-73.985065 40.690545),-8235979.7621072475,4966803.718298695,False,POINT (-73.985065 40.690545)
M05,110,110,BMT,Myrtle Av,Forest Av,Q,False,M,Elevated,40.704423,-73.903077,Inbound,Middle Village,0,0,0,,POINT (-73.903077 40.704423),POINT (-73.903077 40.704423),-8226852.899696087,4968841.39616248,False,POINT (-73.903077 40.704423)
S30,502,502,SIR,Staten Island,Tompkinsville,SI,False,SIR,At Grade,40.636949,-74.074835,Ferry,South Shore,0,0,0,,POINT (-74.074835 40.636949),POINT (-74.074835 40.636949),-8245972.912795758,4958938.310323006,False,POINT (-74.074835 40.636949)
R43,37,37,BMT,4th Av,77 St,Bk,False,R,Subway,40.629742,-74.02551,Manhattan,Bay Ridge,0,0,0,,POINT (-74.02551 40.629742),POINT (-74.02551 40.629742),-8240482.07891238,4957881.13866871,False,POINT (-74.02551 40.629742)
A36,170,624,IND,8th Av - Fulton St,Chambers St,M,True,A C,Subway,40.714111,-74.008585,Uptown,Brooklyn,0,0,0,,POINT (-74.008585 40.714111),POINT (-74.008585 40.714111),-8238597.996530703,4970264.11671105,True,POINT (-74.008585 40.714111)
604,363,363,IRT,Pelham,Westchester Sq-E Tremont Av,Bx,False,6,Elevated,40.839892,-73.842952,Pelham Bay,Manhattan,1,1,1,,POINT (-73.842952 40.839892),POINT (-73.842952 40.839892),-8220159.815312142,4988754.376605597,False,POINT (-73.842952 40.839892)
D09,217,217,IND,Concourse,170 St,Bx,False,B D,Subway,40.839306,-73.9134,Northbound,Manhattan,0,0,0,,POINT (-73.9134 40.839306),POINT (-73.9134 40.839306),-8228002.050799546,4988668.15123844,False,POINT (-73.9134 40.839306)
629,400,613,IRT,Lexington Av,59 St,M,True,4 5 6,Subway,40.762526,-73.967967,Uptown,Downtown,0,0,0,,POINT (-73.967967 40.762526),POINT (-73.967967 40.762526),-8234076.421453664,4977377.1527266465,True,POINT (-73.967967 40.762526)
219,432,432,IRT,Lenox - White Plains Rd,Prospect Av,Bx,False,2 5,Elevated,40.819585,-73.90177,Northbound,Manhattan,0,0,0,,POINT (-73.90177 40.819585),POINT (-73.90177 40.819585),-8226707.405121621,4985766.802979668,False,POINT (-73.90177 40.819585)
F39,253,253,IND,6th Av - Culver,Neptune Av,Bk,False,F,Elevated,40.581011,-73.974574,Manhattan,Coney Island,0,0,0,,POINT (-73.974574 40.581011),POINT (-73.974574 40.581011),-8234811.909329335,4950735.936659922,False,POINT (-73.974574 40.581011)
N09,78,78,BMT,Sea Beach,Avenue U,Bk,False,N,Open Cut,40.597473,-73.979137,Manhattan,Coney Island,0,0,0,,POINT (-73.979137 40.597473),POINT (-73.979137 40.597473),-8235319.860165824,4953149.101256795,False,POINT (-73.979137 40.597473)
610,368,368,IRT,Pelham,Morrison Av-Soundview,Bx,False,6,Elevated,40.829521,-73.874516,Northbound,Manhattan,0,0,0,,POINT (-73.874516 40.829521),POINT (-73.874516 40.829521),-8223673.503719541,4987228.476793425,False,POINT (-73.874516 40.829521)
F32,247,247,IND,6th Av - Culver,Bay Pkwy,Bk,False,F,Elevated,40.620769,-73.975264,Manhattan,Southbound,0,0,0,,POINT (-73.975264 40.620769),POINT (-73.975264 40.620769),-8234888.719777981,4956565.077597248,False,POINT (-73.975264 40.620769)
R13,8,8,BMT,Astoria,5 Av/59 St,M,True,N R W,Subway,40.764811,-73.973347,Queens,Downtown,0,0,0,,POINT (-73.973347 40.764811),POINT (-73.973347 40.764811),-8234675.320314132,4977712.988392476,True,POINT (-73.973347 40.764811)
B22,69,69,BMT,West End,25 Av,Bk,False,D,Elevated,40.597704,-73.986829,Manhattan,Coney Island,0,0,0,,POINT (-73.986829 40.597704),POINT (-73.986829 40.597704),-8236176.129689005,4953182.967773991,False,POINT (-73.986829 40.597704)
622,393,393,IRT,Lexington Av,116 St,M,False,6,Subway,40.798629,-73.941617,The Bronx,Downtown,0,0,0,,POINT (-73.941617 40.798629),POINT (-73.941617 40.798629),-8231143.15287126,4982684.707003031,False,POINT (-73.941617 40.798629)
H14,202,202,IND,Rockaway,Beach 105 St,Q,False,A S,Viaduct,40.583209,-73.827559,Inbound,Rockaway Park,0,0,0,,POINT (-73.827559 40.583209),POINT (-73.827559 40.583209),-8218446.27439036,4951058.107122809,False,POINT (-73.827559 40.583209)
F05,258,258,IND,Queens Blvd,Briarwood,Q,False,E F,Subway,40.709179,-73.820574,Jamaica,Manhattan,0,0,0,,POINT (-73.820574 40.709179),POINT (-73.820574 40.709179),-8217668.70774717,4969539.807429255,False,POINT (-73.820574 40.709179)
R19,14,14,BMT,Broadway - Brighton,23 St,M,True,R W,Subway,40.741303,-73.989344,Uptown,Downtown,0,0,0,,POINT (-73.989344 40.741303),POINT (-73.989344 40.741303),-8236456.098208351,4974258.474250428,True,POINT (-73.989344 40.741303)
R18,13,13,BMT,Broadway - Brighton,28 St,M,True,R W,Subway,40.745494,-73.988691,Uptown,Downtown,0,0,0,,POINT (-73.988691 40.745494),POINT (-73.988691 40.745494),-8236383.4065808635,4974874.254660399,True,POINT (-73.988691 40.745494)
114,304,304,IRT,Broadway - 7Av,145 St,M,False,1,Subway,40.826551,-73.95036,Uptown,Downtown,0,0,0,,POINT (-73.95036 40.826551),POINT (-73.95036 40.826551),-8232116.419179266,4986791.540478667,False,POINT (-73.95036 40.826551)
A03,144,144,IND,8th Av - Fulton St,Dyckman St,M,False,A,Subway,40.865491,-73.927271,Uptown,Downtown,0,0,0,,POINT (-73.927271 40.865491),POINT (-73.927271 40.865491),-8229546.16345634,4992521.815754781,False,POINT (-73.927271 40.865491)
M16,101,101,BMT,Jamaica,Marcy Av,Bk,False,M J Z,Elevated,40.708359,-73.957757,Outbound,Manhattan,1,1,1,,POINT (-73.957757 40.708359),POINT (-73.957757 40.708359),-8232939.849452664,4969419.388135093,False,POINT (-73.957757 40.708359)
720,463,463,IRT,Flushing,Hunters Point Av,Q,False,7,Subway,40.742216,-73.948916,Outbound,Manhattan,0,0,0,,POINT (-73.948916 40.742216),POINT (-73.948916 40.742216),-8231955.6738345595,4974392.617333286,False,POINT (-73.948916 40.742216)
A16,154,154,IND,8th Av - Fulton St,116 St,M,False,C B,Subway,40.805085,-73.954882,Uptown,Downtown,0,0,0,,POINT (-73.954882 40.805085),POINT (-73.954882 40.805085),-8232619.8059166325,4983634.117088335,False,POINT (-73.954882 40.805085)
A41,174,636,IND,8th Av - Fulton St,Jay St-MetroTech,Bk,False,A C F,Subway,40.692338,-73.987342,Manhattan,Outbound,1,1,1,,POINT (-73.987342 40.692338),POINT (-73.987342 40.692338),-8236233.236587783,4967066.956881289,False,POINT (-73.987342 40.692338)
R39,33,33,BMT,4th Av,45 St,Bk,False,R,Subway,40.648939,-74.010006,Manhattan,Southbound,0,0,0,,POINT (-74.010006 40.648939),POINT (-74.010006 40.648939),-8238756.181527122,4960697.33776677,False,POINT (-74.010006 40.648939)
A52,185,185,IND,8th Av - Fulton St,Liberty Av,Bk,False,C,Subway,40.674542,-73.896548,Manhattan,Outbound,0,0,0,,POINT (-73.896548 40.674542),POINT (-73.896548 40.674542),-8226126.094740698,4964454.557867741,False,POINT (-73.896548 40.674542)
G34,290,290,IND,Crosstown,Classon Av,Bk,False,G,Subway,40.688873,-73.96007,Queens,Southbound,0,0,0,,POINT (-73.96007 40.688873),POINT (-73.96007 40.688873),-8233197.331434869,4966558.250665265,False,POINT (-73.96007 40.688873)
D30,46,46,BMT,Broadway - Brighton,Cortelyou Rd,Bk,False,Q,Open Cut,40.640927,-73.963891,Manhattan,Southbound,0,0,0,,POINT (-73.963891 40.640927),POINT (-73.963891 40.640927),-8233622.683209191,4959521.879231761,False,POINT (-73.963891 40.640927)
G20,272,272,IND,Queens Blvd,36 St,Q,False,M R,Subway,40.752039,-73.928781,Outbound,Manhattan,0,0,0,,POINT (-73.928781 40.752039),POINT (-73.928781 40.752039),-8229714.255887438,4975835.984106985,False,POINT (-73.928781 40.752039)
418,412,628,IRT,Lexington Av,Fulton St,M,True,4 5,Subway,40.710368,-74.009509,Uptown,Downtown,1,1,1,,POINT (-74.009509 40.710368),POINT (-74.009509 40.710368),-8238700.855740197,4969714.418039722,True,POINT (-74.009509 40.710368)
212,425,425,IRT,Lenox - White Plains Rd,Bronx Park East,Bx,False,2 5,Elevated,40.848828,-73.868457,Northbound,Manhattan,0,0,0,,POINT (-73.868457 40.848828),POINT (-73.868457 40.848828),-8222999.018924825,4990069.334339716,False,POINT (-73.868457 40.848828)
503,444,444,IRT,Dyre Av,Gun Hill Rd,Bx,False,5,Open Cut,40.869526,-73.846384,Eastchester,Manhattan,1,1,1,,POINT (-73.846384 40.869526),POINT (-73.846384 40.869526),-8220541.863804544,4993115.784955956,False,POINT (-73.846384 40.869526)
B18,65,65,BMT,West End,79 St,Bk,False,D,Elevated,40.613501,-74.00061,Manhattan,Southbound,0,0,0,,POINT (-74.00061 40.613501),POINT (-74.00061 40.613501),-8237710.223591628,4955499.216779508,False,POINT (-74.00061 40.613501)
G29,285,629,IND,Crosstown,Metropolitan Av,Bk,False,G,Subway,40.712792,-73.951418,Queens,Southbound,1,1,1,,POINT (-73.951418 40.712792),POINT (-73.951418 40.712792),-8232234.195200525,4970070.404248993,False,POINT (-73.951418 40.712792)
G21,273,273,IND,Queens Blvd,Queens Plaza,Q,False,E F R,Subway,40.748973,-73.937243,Outbound,Manhattan,1,1,1,,POINT (-73.937243 40.748973),POINT (-73.937243 40.748973),-8230656.24141853,4975385.450934071,False,POINT (-73.937243 40.748973)
406,381,381,IRT,Jerome Av,Kingsbridge Rd,Bx,False,4,Elevated,40.86776,-73.897174,Northbound,Manhattan,0,0,0,,POINT (-73.897174 40.86776),POINT (-73.897174 40.86776),-8226195.780741936,4992855.81777373,False,POINT (-73.897174 40.86776)
R23,18,623,BMT,Broadway,Canal St,M,True,R W,Subway,40.719527,-74.001775,Uptown,Downtown,0,0,0,,POINT (-74.001775 40.719527),POINT (-74.001775 40.719527),-8237839.910798402,4971059.56763086,True,POINT (-74.001775 40.719527)
110,300,300,IRT,Broadway - 7Av,191 St,M,False,1,Subway,40.855225,-73.929412,The Bronx,Downtown,0,0,0,,POINT (-73.929412 40.855225),POINT (-73.929412 40.855225),-8229784.498486129,4991010.779938227,False,POINT (-73.929412 40.855225)
G09,262,262,IND,Queens Blvd,67 Av,Q,False,M R,Subway,40.726523,-73.852719,Outbound,Manhattan,0,0,0,,POINT (-73.852719 40.726523),POINT (-73.852719 40.726523),-8221247.0727787195,4972087.169826615,False,POINT (-73.852719 40.726523)
A51,184,621,IND,8th Av - Fulton St,Broadway Junction,Bk,False,A C,Subway,40.678334,-73.905316,Manhattan,Outbound,0,0,0,,POINT (-73.905316 40.678334),POINT (-73.905316 40.678334),-8227102.144035974,4965011.1535331085,False,POINT (-73.905316 40.678334)
R01,1,1,BMT,Astoria,Astoria-Ditmars Blvd,Q,False,N W,Elevated,40.775036,-73.912034,Last Stop,Manhattan,0,0,0,,POINT (-73.912034 40.775036),POINT (-73.912034 40.775036),-8227849.9883751245,4979215.939342059,False,POINT (-73.912034 40.775036)
246,358,358,IRT,Nostrand,Newkirk Av-Little Haiti,Bk,False,2 5,Subway,40.639967,-73.948411,Manhattan,Flatbush,0,0,0,,POINT (-73.948411 40.639967),POINT (-73.948411 40.639967),-8231899.457491709,4959381.044939071,False,POINT (-73.948411 40.639967)
L15,126,126,BMT,Canarsie,Jefferson St,Bk,False,L,Subway,40.706607,-73.922913,Manhattan,Outbound,0,0,0,,POINT (-73.922913 40.706607),POINT (-73.922913 40.706607),-8229061.033115463,4969162.107001863,False,POINT (-73.922913 40.706607)
725,467,611,IRT,Flushing,Times Sq-42 St,M,True,7,Subway,40.755477,-73.987691,Queens,Hudson Yards,1,1,1,,POINT (-73.987691 40.755477),POINT (-73.987691 40.755477),-8236272.087090069,4976341.205505592,True,POINT (-73.987691 40.755477)
S25,507,507,SIR,Staten Island,Dongan Hills,SI,False,SIR,Embankment,40.588849,-74.09609,Ferry,South Shore,1,1,1,,POINT (-74.09609 40.588849),POINT (-74.09609 40.588849),-8248339.00857257,4951884.835002804,False,POINT (-74.09609 40.588849)
H01,196,196,IND,Rockaway,Aqueduct Racetrack,Q,False,A,At Grade,40.672097,-73.835919,Manhattan,Rockaways,1,1,1,,POINT (-73.835919 40.672097),POINT (-73.835919 40.672097),-8219376.905333394,4964095.693746098,False,POINT (-73.835919 40.672097)
J22,89,89,BMT,Jamaica,Cleveland St,Bk,False,J,Elevated,40.679947,-73.884639,Outbound,Manhattan,0,0,0,,POINT (-73.884639 40.679947),POINT (-73.884639 40.679947),-8224800.390924842,4965247.921783058,False,POINT (-73.884639 40.679947)
A20,158,158,IND,8th Av - Fulton St,86 St,M,False,C B,Subway,40.785868,-73.968916,Uptown,Downtown,0,0,0,,POINT (-73.968916 40.785868),POINT (-73.968916 40.785868),-8234182.0636504255,4980808.3642692,False,POINT (-73.968916 40.785868)
A57,189,189,IND,Liberty Av,Grant Av,Bk,False,A,Subway,40.677044,-73.86505,Manhattan,Queens,0,0,0,,POINT (-73.86505 40.677044),POINT (-73.86505 40.677044),-8222619.753419691,4964821.8017710745,False,POINT (-73.86505 40.677044)
G15,268,268,IND,Queens Blvd,65 St,Q,False,M R,Subway,40.749669,-73.898453,Outbound,Manhattan,0,0,0,,POINT (-73.898453 40.749669),POINT (-73.898453 40.749669),-8226338.15837066,4975487.722786716,False,POINT (-73.898453 40.749669)
D34,50,50,BMT,Broadway - Brighton,Avenue M,Bk,False,Q,Open Cut,40.617618,-73.959399,Manhattan,Southbound,0,0,0,,POINT (-73.959399 40.617618),POINT (-73.959399 40.617618),-8233122.636056547,4956102.965472652,False,POINT (-73.959399 40.617618)
103,294,294,IRT,Broadway - 7Av,238 St,Bx,False,1,Elevated,40.884667,-73.90087,Van Cortlandt,Manhattan,0,0,0,,POINT (-73.90087 40.884667),POINT (-73.90087 40.884667),-8226607.217579907,4995344.927506436,False,POINT (-73.90087 40.884667)
238,341,341,IRT,Eastern Pky,Eastern Pkwy-Brooklyn Museum,Bk,False,2 3,Subway,40.671987,-73.964375,Manhattan,Outbound,1,1,1,,POINT (-73.964375 40.671987),POINT (-73.964375 40.671987),-8233676.561842734,4964079.548839329,False,POINT (-73.964375 40.671987)
637,408,619,IRT,Lexington Av,Bleecker St,M,True,6,Subway,40.725915,-73.994659,Uptown,Downtown,1,1,1,,POINT (-73.994659 40.725915),POINT (-73.994659 40.725915),-8237047.761301918,4971997.859918311,True,POINT (-73.994659 40.725915)
D29,45,45,BMT,Broadway - Brighton,Beverley Rd,Bk,False,Q,Open Cut,40.644031,-73.964492,Manhattan,Southbound,0,0,0,,POINT (-73.964492 40.644031),POINT (-73.964492 40.644031),-8233689.586223157,4959977.25730724,False,POINT (-73.964492 40.644031)
705,449,449,IRT,Flushing,111 St,Q,False,7,Elevated,40.75173,-73.855334,Outbound,Manhattan,0,0,0,,POINT (-73.855334 40.75173),POINT (-73.855334 40.75173),-8221538.173247144,4975790.577180506,False,POINT (-73.855334 40.75173)
A15,153,153,IND,8th Av - Fulton St,125 St,M,False,A C B D,Subway,40.811109,-73.952343,Uptown,Downtown,1,1,1,,POINT (-73.952343 40.811109),POINT (-73.952343 40.811109),-8232337.165729509,4984520.081171933,False,POINT (-73.952343 40.811109)
D18,228,228,IND,6th Av - Culver,23 St,M,True,F M,Subway,40.742878,-73.992821,Uptown,Downtown,0,0,0,,POINT (-73.992821 40.742878),POINT (-73.992821 40.742878),-8236843.15607784,4974489.883239371,True,POINT (-73.992821 40.742878)
419,413,413,IRT,Lexington Av,Wall St,M,True,4 5,Subway,40.707557,-74.011862,Uptown,Downtown,0,0,0,,POINT (-74.011862 40.707557),POINT (-74.011862 40.707557),-8238962.790502034,4969301.613625616,True,POINT (-74.011862 40.707557)
N08,77,77,BMT,Sea Beach,Kings Hwy,Bk,False,N,Open Cut,40.603923,-73.980353,Manhattan,Coney Island,0,0,0,,POINT (-73.980353 40.603923),POINT (-73.980353 40.603923),-8235455.224666629,4954094.768776315,False,POINT (-73.980353 40.603923)
115,305,305,IRT,Broadway - 7Av,137 St-City College,M,False,1,Subway,40.822008,-73.953676,Uptown,Downtown,2,1,0,Uptown only,POINT (-73.953676 40.822008),POINT (-73.953676 40.822008),-8232485.554610737,4986123.227602737,False,POINT (-73.953676 40.822008)
226,440,440,IRT,Lenox - White Plains Rd,116 St,M,False,2 3,Subway,40.802098,-73.949625,Uptown,Downtown,0,0,0,,POINT (-73.949625 40.802098),POINT (-73.949625 40.802098),-8232034.599353533,4983194.841680378,False,POINT (-73.949625 40.802098)
136,326,326,IRT,Broadway - 7Av,Franklin St,M,True,1,Subway,40.719318,-74.006886,Uptown,Downtown,0,0,0,,POINT (-74.006886 40.719318),POINT (-74.006886 40.719318),-8238408.864715845,4971028.870484608,True,POINT (-74.006886 40.719318)
410,385,385,IRT,Jerome Av,176 St,Bx,False,4,Elevated,40.84848,-73.911794,Northbound,Manhattan,0,0,0,,POINT (-73.911794 40.84848),POINT (-73.911794 40.84848),-8227823.271697333,4990018.121834957,False,POINT (-73.911794 40.84848)
D14,277,277,IND,Queens Blvd,7 Av,M,True,E B D,Subway,40.762862,-73.981637,Outbound,Downtown,0,0,0,,POINT (-73.981637 40.762862),POINT (-73.981637 40.762862),-8235598.1588928085,4977426.535277733,True,POINT (-73.981637 40.762862)
D08,216,216,IND,Concourse,174-175 Sts,Bx,False,B D,Subway,40.8459,-73.910136,Northbound,Manhattan,0,0,0,,POINT (-73.910136 40.8459),POINT (-73.910136 40.8459),-8227638.703981597,4989638.451308406,False,POINT (-73.910136 40.8459)
M20,104,623,BMT,Jamaica,Canal St,M,True,J Z,Subway,40.718092,-73.999892,Brooklyn,Downtown,0,0,0,,POINT (-73.999892 40.718092),POINT (-73.999892 40.718092),-8237630.296197239,4970848.802084306,True,POINT (-73.999892 40.718092)
L10,121,629,BMT,Canarsie,Lorimer St,Bk,False,L,Subway,40.714063,-73.950275,Manhattan,Outbound,1,1,1,,POINT (-73.950275 40.714063),POINT (-73.950275 40.714063),-8232106.95702255,4970257.067213758,False,POINT (-73.950275 40.714063)
A30,165,165,IND,8th Av - Fulton St,23 St,M,True,C E,Subway,40.745906,-73.998041,Uptown,Downtown,0,0,0,,POINT (-73.998041 40.745906),POINT (-73.998041 40.745906),-8237424.243819781,4974934.791598658,True,POINT (-73.998041 40.745906)
A46,179,179,IND,8th Av - Fulton St,Nostrand Av,Bk,False,A C,Subway,40.680438,-73.950426,Manhattan,Outbound,0,0,0,,POINT (-73.950426 40.680438),POINT (-73.950426 40.680438),-8232123.766265658,4965319.995586765,False,POINT (-73.950426 40.680438)
N03,72,72,BMT,Sea Beach,Fort Hamilton Pkwy,Bk,False,N,Open Cut,40.631386,-74.005351,Manhattan,Coney Island,0,0,0,,POINT (-74.005351 40.631386),POINT (-74.005351 40.631386),-8238237.989297479,4958122.281696374,False,POINT (-74.005351 40.631386)
504,445,445,IRT,Dyre Av,Pelham Pkwy,Bx,False,5,Open Cut,40.858985,-73.855359,Eastchester,Manhattan,0,0,0,,POINT (-73.855359 40.858985),POINT (-73.855359 40.858985),-8221540.956234415,4991564.181033896,False,POINT (-73.855359 40.858985)
R06,5,5,BMT,Astoria,36 Av,Q,False,N W,Elevated,40.756804,-73.929575,Astoria,Manhattan,0,0,0,,POINT (-73.929575 40.756804),POINT (-73.929575 40.756804),-8229802.643563128,4976536.217960992,False,POINT (-73.929575 40.756804)
D03,211,211,IND,Concourse,Bedford Park Blvd,Bx,False,B D,Subway,40.873244,-73.887138,Northbound,Manhattan,1,1,1,,POINT (-73.887138 40.873244),POINT (-73.887138 40.873244),-8225078.578332333,4993663.122448002,False,POINT (-73.887138 40.873244)
619,377,377,IRT,Pelham,3 Av-138 St,Bx,False,6,Subway,40.810476,-73.926138,Northbound,Manhattan,0,0,0,,POINT (-73.926138 40.810476),POINT (-73.926138 40.810476),-8229420.03847327,4984426.980566658,False,POINT (-73.926138 40.810476)
M10,114,114,BMT,Myrtle Av,Central Av,Bk,False,M,Elevated,40.697857,-73.927397,Inbound,Middle Village,0,0,0,,POINT (-73.927397 40.697857),POINT (-73.927397 40.697857),-8229560.18971218,4967877.271136132,False,POINT (-73.927397 40.697857)
242,354,354,IRT,Nostrand,Sterling St,Bk,False,2 5,Subway,40.662742,-73.95085,Manhattan,Flatbush,0,0,0,,POINT (-73.95085 40.662742),POINT (-73.95085 40.662742),-8232170.965729755,4962722.737983697,False,POINT (-73.95085 40.662742)
F22,238,238,IND,6th Av - Culver,Smith-9 Sts,Bk,False,F G,Viaduct,40.67358,-73.995959,Northbound,Southbound,0,0,0,,POINT (-73.995959 40.67358),POINT (-73.995959 40.67358),-8237192.476639949,4964313.359043883,False,POINT (-73.995959 40.67358)
611,369,369,IRT,Pelham,Elder Av,Bx,False,6,Elevated,40.828584,-73.879159,Northbound,Manhattan,0,0,0,,POINT (-73.879159 40.828584),POINT (-73.879159 40.828584),-8224190.360115294,4987090.626422103,False,POINT (-73.879159 40.828584)
Q05,475,475,IND,Second Av,96 St,M,False,Q,Subway,40.784318,-73.947152,Last Stop,Downtown,1,1,1,,POINT (-73.947152 40.784318),POINT (-73.947152 40.784318),-8231759.306252802,4980580.481043124,False,POINT (-73.947152 40.784318)
229,332,628,IRT,Clark St,Fulton St,M,True,2 3,Subway,40.709416,-74.006571,Uptown,Brooklyn,1,1,1,,POINT (-74.006571 40.709416),POINT (-74.006571 40.709416),-8238373.799076246,4969574.611818546,True,POINT (-74.006571 40.709416)
S29,503,503,SIR,Staten Island,Stapleton,SI,False,SIR,Elevated,40.627915,-74.075162,Ferry,South Shore,0,0,0,,POINT (-74.075162 40.627915),POINT (-74.075162 40.627915),-8246009.314269248,4957613.160042351,False,POINT (-74.075162 40.627915)
M04,109,109,BMT,Myrtle Av,Fresh Pond Rd,Q,False,M,Elevated,40.706186,-73.895877,Inbound,Middle Village,0,0,0,,POINT (-73.895877 40.706186),POINT (-73.895877 40.706186),-8226051.399362377,4969100.284176547,False,POINT (-73.895877 40.706186)
A10,149,149,IND,8th Av - Fulton St,163 St-Amsterdam Av,M,False,C,Subway,40.836013,-73.939892,Uptown,Downtown,0,0,0,,POINT (-73.939892 40.836013),POINT (-73.939892 40.836013),-8230951.126749642,4988183.625937289,False,POINT (-73.939892 40.836013)
R30,26,26,BMT,Broadway - Brighton,DeKalb Av,Bk,False,B Q R,Subway,40.690635,-73.981824,Manhattan,Southbound,1,1,1,,POINT (-73.981824 40.690635),POINT (-73.981824 40.690635),-8235618.975637586,4966816.931444084,False,POINT (-73.981824 40.690635)
633,404,404,IRT,Lexington Av,28 St,M,True,6,Subway,40.74307,-73.984264,Uptown,Downtown,2,0,1,Downtown only,POINT (-73.984264 40.74307),POINT (-73.984264 40.74307),-8235890.59519512,4974518.093471789,True,POINT (-73.984264 40.74307)
119,309,309,IRT,Broadway - 7Av,103 St,M,False,1,Subway,40.799446,-73.968379,Uptown,Downtown,0,0,0,,POINT (-73.968379 40.799446),POINT (-73.968379 40.799446),-8234122.2850838695,4982804.848745776,False,POINT (-73.968379 40.799446)
B04,221,221,IND,63rd St,21 St-Queensbridge,Q,False,M,Subway,40.754203,-73.942836,Outbound,Manhattan,1,1,1,,POINT (-73.942836 40.754203),POINT (-73.942836 40.754203),-8231278.851330537,4976153.985454187,False,POINT (-73.942836 40.754203)
204,417,417,IRT,Lenox - White Plains Rd,Nereid Av,Bx,False,2 5,Elevated,40.898379,-73.854376,Northbound,Manhattan,0,0,0,,POINT (-73.854376 40.898379),POINT (-73.854376 40.898379),-8221431.529174964,4997364.124806353,False,POINT (-73.854376 40.898379)
J14,82,82,BMT,Jamaica,104 St,Q,False,J Z,Elevated,40.695178,-73.84433,Jamaica,Manhattan,0,0,0,,POINT (-73.84433 40.695178),POINT (-73.84433 40.695178),-8220313.213570455,4967483.924849286,False,POINT (-73.84433 40.695178)
L24,133,133,BMT,Canarsie,Atlantic Av,Bk,False,L,Elevated,40.675345,-73.903097,Manhattan,Canarsie,0,0,0,,POINT (-73.903097 40.675345),POINT (-73.903097 40.675345),-8226855.1260859035,4964572.420816116,False,POINT (-73.903097 40.675345)
R29,25,636,BMT,Broadway,Jay St-MetroTech,Bk,False,R,Subway,40.69218,-73.985942,Manhattan,Southbound,1,1,1,,POINT (-73.985942 40.69218),POINT (-73.985942 40.69218),-8236077.389300672,4967043.7598894695,False,POINT (-73.985942 40.69218)
234,337,337,IRT,Eastern Pky,Nevins St,Bk,False,2 3 4 5,Subway,40.688246,-73.980492,Manhattan,Outbound,0,0,0,,POINT (-73.980492 40.688246),POINT (-73.980492 40.688246),-8235470.69807585,4966466.201890581,False,POINT (-73.980492 40.688246)
L25,134,134,BMT,Canarsie,Sutter Av,Bk,False,L,Elevated,40.669367,-73.901975,Manhattan,Canarsie,0,0,0,,POINT (-73.901975 40.669367),POINT (-73.901975 40.669367),-8226730.225617233,4963695.014386207,False,POINT (-73.901975 40.669367)
D24,40,617,BMT,Broadway - Brighton,Atlantic Av-Barclays Ctr,Bk,False,B Q,Subway,40.68446,-73.97689,Manhattan,Southbound,1,1,1,,POINT (-73.97689 40.68446),POINT (-73.97689 40.68446),-8235069.725270011,4965910.404246793,False,POINT (-73.97689 40.68446)
606,364,364,IRT,Pelham,Zerega Av,Bx,False,6,Elevated,40.836488,-73.847036,Pelham Bay,Manhattan,0,0,0,,POINT (-73.847036 40.836488),POINT (-73.847036 40.836488),-8220614.444112543,4988253.514982618,False,POINT (-73.847036 40.836488)
F27,243,243,IND,6th Av - Culver,Church Av,Bk,False,F G,Subway,40.644041,-73.979678,Northbound,Southbound,1,1,1,,POINT (-73.979678 40.644041),POINT (-73.979678 40.644041),-8235380.084010343,4959978.724410005,False,POINT (-73.979678 40.644041)
D42,57,57,BMT,Broadway - Brighton,W 8 St-NY Aquarium,Bk,False,F Q,Elevated,40.576127,-73.975939,Manhattan,Coney Island,0,0,0,,POINT (-73.975939 40.576127),POINT (-73.975939 40.576127),-8234963.860434268,4950020.105334536,False,POINT (-73.975939 40.576127)
F34,249,249,IND,6th Av - Culver,Avenue P,Bk,False,F,Elevated,40.608944,-73.973022,Manhattan,Southbound,0,0,0,,POINT (-73.973022 40.608944),POINT (-73.973022 40.608944),-8234639.1414796235,4954830.9864619225,False,POINT (-73.973022 40.608944)
414,389,604,IRT,Jerome Av,161 St-Yankee Stadium,Bx,False,4,Elevated,40.827994,-73.925831,Northbound,Manhattan,1,1,1,,POINT (-73.925831 40.827994),POINT (-73.925831 40.827994),-8229385.863389597,4987003.827294428,False,POINT (-73.925831 40.827994)
301,436,436,IRT,Lenox - White Plains Rd,Harlem-148 St,M,False,3,Subway,40.82388,-73.93647,Last Stop,Downtown,1,1,1,,POINT (-73.93647 40.82388),POINT (-73.93647 40.82388),-8230570.191452148,4986398.608740966,False,POINT (-73.93647 40.82388)
