GTFS Stop ID,Station ID,Complex ID,Division,Line,Stop Name,Borough,CBD,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Northbound,ADA Southbound,ADA Notes,Georeference,geometry,_x,_y,is_cbd,geometry_wkt
715,459,459,IRT,Flushing,40 St-Lowery St,Q,False,7,Elevated,40.743781,-73.924016,Outbound,Manhattan,0,0,0,,POINT (-73.924016 40.743781),POINT (-73.924016 40.743781),-8229183.818513808,4974622.560197865,False,POINT (-73.924016 40.743781)
F20,236,236,IND,6th Av - Culver,Bergen St,Bk,False,F G,Subway,40.686145,-73.990862,Northbound,Southbound,0,0,0,,POINT (-73.990862 40.686145),POINT (-73.990862 40.686145),-8236625.081195377,4966157.764063948,False,POINT (-73.990862 40.686145)
A48,181,181,IND,8th Av - Fulton St,Utica Av,Bk,False,A C,Subway,40.679364,-73.930729,Manhattan,Outbound,1,1,1,,POINT (-73.930729 40.679364),POINT (-73.930729 40.679364),-8229931.106255503,4965162.344004922,False,POINT (-73.930729 40.679364)
Q03,477,477,IND,Second Av,72 St,M,False,Q,Subway,40.768799,-73.958424,Uptown,Downtown,1,1,1,,POINT (-73.958424 40.768799),POINT (-73.958424 40.768799),-8233014.0995530225,4978299.148499792,False,POINT (-73.958424 40.768799)
231,334,334,IRT,Clark St,Clark St,Bk,False,2 3,Subway,40.697466,-73.993086,Manhattan,Outbound,0,0,0,,POINT (-73.993086 40.697466),POINT (-73.993086 40.697466),-8236872.6557428995,4967819.861267076,False,POINT (-73.993086 40.697466)
A22,160,160,IND,8th Av - Fulton St,72 St,M,False,C B,Subway,40.775594,-73.97641,Uptown,Downtown,0,0,0,,POINT (-73.97641 40.775594),POINT (-73.97641 40.775594),-8235016.291914431,4979297.965227895,False,POINT (-73.97641 40.775594)
A54,187,187,IND,8th Av - Fulton St,Shepherd Av,Bk,False,C,Subway,40.67413,-73.88075,Manhattan,Outbound,0,0,0,,POINT (-73.88075 40.67413),POINT (-73.88075 40.67413),-8224367.469425147,4964394.085772757,False,POINT (-73.88075 40.67413)
R41,35,35,BMT,4th Av,59 St,Bk,False,N R,Subway,40.641362,-74.017881,Manhattan,Southbound,1,1,1,,POINT (-74.017881 40.641362),POINT (-74.017881 40.641362),-8239632.822517119,4959585.695437457,False,POINT (-74.017881 40.641362)
A38,172,628,IND,8th Av - Fulton St,Fulton St,M,True,A C,Subway,40.710197,-74.007691,Uptown,Brooklyn,1,1,1,,POINT (-74.007691 40.710197),POINT (-74.007691 40.710197),-8238498.4769059345,4969689.305640543,True,POINT (-74.007691 40.710197)
602,361,361,IRT,Pelham,Buhre Av,Bx,False,6,Elevated,40.84681,-73.832569,Pelham Bay,Manhattan,0,0,0,,POINT (-73.832569 40.84681),POINT (-73.832569 40.84681),-8219003.985039236,4989772.364419152,False,POINT (-73.832569 40.84681)
D11,219,604,IND,Concourse,161 St-Yankee Stadium,Bx,False,B D,Subway,40.827905,-73.925651,Northbound,Manhattan,1,1,1,,POINT (-73.925651 40.827905),POINT (-73.925651 40.827905),-8229365.825881255,4986990.733933728,False,POINT (-73.925651 40.827905)
627,398,398,IRT,Lexington Av,77 St,M,False,6,Subway,40.77362,-73.959874,Uptown,Downtown,0,0,0,,POINT (-73.959874 40.77362),POINT (-73.959874 40.77362),-8233175.512814674,4979007.7907240745,False,POINT (-73.959874 40.77362)
D32,48,48,BMT,Broadway - Brighton,Avenue H,Bk,False,Q,Open Cut,40.62927,-73.961639,Manhattan,Southbound,1,1,1,,POINT (-73.961639 40.62927),POINT (-73.961639 40.62927),-8233371.991715925,4957811.906487604,False,POINT (-73.961639 40.62927)
139,329,329,IRT,Broadway - 7Av,Rector St,M,True,1,Subway,40.707513,-74.013783,Uptown,Downtown,0,0,0,,POINT (-74.013783 40.707513),POINT (-74.013783 40.707513),-8239176.635243849,4969295.152222248,True,POINT (-74.013783 40.707513)
R08,6,6,BMT,Astoria,39 Av-Dutch Kills,Q,False,N W,Elevated,40.752882,-73.932755,Astoria,Manhattan,0,0,0,,POINT (-73.932755 40.752882),POINT (-73.932755 40.752882),-8230156.63954385,4975959.862329072,False,POINT (-73.932755 40.752882)
D21,230,619,IND,6th Av - Culver,Broadway-Lafayette St,M,True,B D F M,Subway,40.725297,-73.996204,Uptown,Downtown,1,1,1,,POINT (-73.996204 40.725297),POINT (-73.996204 40.725297),-8237219.749915194,4971907.081933192,True,POINT (-73.996204 40.725297)
S20,512,512,SIR,Staten Island,Bay Terrace,SI,False,SIR,Embankment,40.5564,-74.136907,Ferry,South Shore,0,0,0,,POINT (-74.136907 40.5564),POINT (-74.136907 40.5564),-8252882.736228278,4947129.31744834,False,POINT (-74.136907 40.5564)
J12,80,80,BMT,Jamaica,121 St,Q,False,J Z,Elevated,40.700492,-73.828294,Jamaica,Manhattan,0,0,0,,POINT (-73.828294 40.700492),POINT (-73.828294 40.700492),-8218528.094216094,4968264.172519305,False,POINT (-73.828294 40.700492)
134,324,324,IRT,Broadway - 7Av,Houston St,M,True,1,Subway,40.728251,-74.005367,Uptown,Downtown,0,0,0,,POINT (-74.005367 40.728251),POINT (-74.005367 40.728251),-8238239.770409332,4972341.002442014,True,POINT (-74.005367 40.728251)
F02,255,255,IND,Queens Blvd,169 St,Q,False,F,Subway,40.71047,-73.793604,Jamaica,Manhattan,0,0,0,,POINT (-73.793604 40.71047),POINT (-73.793604 40.71047),-8214666.421080476,4969729.397396254,False,POINT (-73.793604 40.71047)
F30,245,245,IND,6th Av - Culver,18 Av,Bk,False,F,Elevated,40.629755,-73.976971,Manhattan,Southbound,0,0,0,,POINT (-73.976971 40.629755),POINT (-73.976971 40.629755),-8235078.742148767,4957883.045494183,False,POINT (-73.976971 40.629755)
501,442,442,IRT,Dyre Av,Eastchester-Dyre Av,Bx,False,5,At Grade,40.8883,-73.830834,Last Stop,Manhattan,0,0,0,,POINT (-73.830834 40.8883),POINT (-73.830834 40.8883),-8218810.84572271,4995879.873909538,False,POINT (-73.830834 40.8883)
G31,287,287,IND,Crosstown,Flushing Av,Bk,False,G,Subway,40.700377,-73.950234,Queens,Southbound,0,0,0,,POINT (-73.950234 40.700377),POINT (-73.950234 40.700377),-8232102.392923426,4968247.286560797,False,POINT (-73.950234 40.700377)
B16,63,615,BMT,West End,62 St,Bk,False,D,Elevated,40.626472,-73.996895,Manhattan,Southbound,1,1,1,,POINT (-73.996895 40.626472),POINT (-73.996895 40.626472),-8237296.671683331,4957401.5105127,False,POINT (-73.996895 40.626472)
251,346,346,IRT,Eastern Pky,Sutter Av-Rutland Rd,Bk,False,3,Elevated,40.664717,-73.92261,Manhattan,New Lots,0,0,0,,POINT (-73.92261 40.664717),POINT (-73.92261 40.664717),-8229027.303309754,4963012.57631633,False,POINT (-73.92261 40.664717)
214,427,427,IRT,Lenox - White Plains Rd,West Farms Sq-E Tremont Av,Bx,False,2 5,Elevated,40.840295,-73.880049,Northbound,Manhattan,0,0,0,,POINT (-73.880049 40.840295),POINT (-73.880049 40.840295),-8224289.4344621,4988813.6753806835,False,POINT (-73.880049 40.840295)
624,395,395,IRT,Lexington Av,103 St,M,False,6,Subway,40.7906,-73.947478,The Bronx,Downtown,0,0,0,,POINT (-73.947478 40.7906),POINT (-73.947478 40.7906),-8231795.596406801,4981504.10261173,False,POINT (-73.947478 40.7906)
H10,208,208,IND,Rockaway,Beach 25 St,Q,False,A,Viaduct,40.600066,-73.761353,Manhattan,Far Rockaway,0,0,0,,POINT (-73.761353 40.600066),POINT (-73.761353 40.600066),-8211076.256182902,4953529.2632933995,False,POINT (-73.761353 40.600066)
M22,106,628,BMT,Jamaica,Fulton St,M,True,J Z,Subway,40.710374,-74.007582,Brooklyn,Downtown,1,1,1,,POINT (-74.007582 40.710374),POINT (-74.007582 40.710374),-8238486.343081438,4969715.299177706,True,POINT (-74.007582 40.710374)
R21,16,16,BMT,Broadway - Brighton,8 St-NYU,M,True,R W,Subway,40.730328,-73.992629,Uptown,Downtown,0,0,0,,POINT (-73.992629 40.730328),POINT (-73.992629 40.730328),-8236821.782735606,4972646.109742359,True,POINT (-73.992629 40.730328)
L12,123,123,BMT,Canarsie,Grand St,Bk,False,L,Subway,40.711926,-73.94067,Manhattan,Outbound,1,1,1,,POINT (-73.94067 40.711926),POINT (-73.94067 40.711926),-8231037.7333134785,4969943.222869474,False,POINT (-73.94067 40.711926)
902,468,611,IRT,Lexington - Shuttle,Times Sq-42 St,M,True,S,Subway,40.755983,-73.986229,Last Stop,Grand Central,1,1,1,,POINT (-73.986229 40.755983),POINT (-73.986229 40.755983),-8236109.337994529,4976415.565485347,True,POINT (-73.986229 40.755983)
S15,517,517,SIR,Staten Island,Prince's Bay,SI,False,SIR,Open Cut,40.525507,-74.200064,Ferry,South Shore,0,0,0,,POINT (-74.200064 40.525507),POINT (-74.200064 40.525507),-8259913.34130831,4942603.97852987,False,POINT (-74.200064 40.525507)
256,351,351,IRT,Eastern Pky,Van Siclen Av,Bk,False,3,Elevated,40.665449,-73.889395,Manhattan,New Lots,0,0,0,,POINT (-73.889395 40.665449),POINT (-73.889395 40.665449),-8225329.826423054,4963120.002121398,False,POINT (-73.889395 40.665449)
701,447,447,IRT,Flushing,Flushing-Main St,Q,False,7,Subway,40.7596,-73.83003,Last Stop,Manhattan,1,1,1,,POINT (-73.83003 40.7596),POINT (-73.83003 40.7596),-8218721.34485211,4976947.123563181,False,POINT (-73.83003 40.7596)
S04,142,626,BMT,Franklin Shuttle,Botanic Garden,Bk,False,S,Open Cut,40.670343,-73.959245,Franklin Av,Prospect Park,0,0,0,,POINT (-73.959245 40.670343),POINT (-73.959245 40.670343),-8233105.492854964,4963838.259042613,False,POINT (-73.959245 40.670343)
D05,213,213,IND,Concourse,Fordham Rd,Bx,False,B D,Subway,40.861296,-73.897749,Northbound,Manhattan,0,0,0,,POINT (-73.897749 40.861296),POINT (-73.897749 40.861296),-8226259.789449141,4991904.332241224,False,POINT (-73.897749 40.861296)
236,339,339,IRT,Eastern Pky,Bergen St,Bk,False,2 3,Subway,40.680829,-73.975098,Manhattan,Outbound,0,0,0,,POINT (-73.975098 40.680829),POINT (-73.975098 40.680829),-8234870.240742511,4965377.390787763,False,POINT (-73.975098 40.680829)
M08,112,630,BMT,Myrtle Av,Myrtle-Wyckoff Avs,Bk,False,M,Elevated,40.69943,-73.912385,Inbound,Middle Village,1,1,1,,POINT (-73.912385 40.69943),POINT (-73.912385 40.69943),-8227889.061516391,4968108.235471784,False,POINT (-73.912385 40.69943)
124,314,314,IRT,Broadway - 7Av,66 St-Lincoln Center,M,False,1,Subway,40.77344,-73.982209,Uptown,Downtown,1,1,1,,POINT (-73.982209 40.77344),POINT (-73.982209 40.77344),-8235661.833641541,4978981.3314718,False,POINT (-73.982209 40.77344)
F24,240,240,IND,6th Av - Culver,7 Av,Bk,False,F G,Subway,40.666271,-73.980305,Northbound,Southbound,1,1,1,,POINT (-73.980305 40.666271),POINT (-73.980305 40.666271),-8235449.88133107,4963240.637422679,False,POINT (-73.980305 40.666271)
617,375,375,IRT,Pelham,Cypress Av,Bx,False,6,Subway,40.805368,-73.914042,Northbound,Manhattan,0,0,0,,POINT (-73.914042 40.805368),POINT (-73.914042 40.805368),-8228073.517912636,4983675.7367746495,False,POINT (-73.914042 40.805368)
A18,156,156,IND,8th Av - Fulton St,103 St,M,False,C B,Subway,40.796092,-73.961454,Uptown,Downtown,0,0,0,,POINT (-73.961454 40.796092),POINT (-73.961454 40.796092),-8233351.397610127,4982311.644700232,False,POINT (-73.961454 40.796092)
H03,198,198,IND,Rockaway,Howard Beach-JFK Airport,Q,False,A,At Grade,40.660476,-73.830301,Manhattan,Rockaways,1,1,1,,POINT (-73.830301 40.660476),POINT (-73.830301 40.660476),-8218751.5124341175,4962390.2049293555,False,POINT (-73.830301 40.660476)
244,356,356,IRT,Nostrand,Church Av,Bk,False,2 5,Subway,40.650843,-73.949575,Manhattan,Flatbush,1,1,1,,POINT (-73.949575 40.650843),POINT (-73.949575 40.650843),-8232029.033378992,4960976.698641012,False,POINT (-73.949575 40.650843)
710,454,616,IRT,Flushing,74 St-Broadway,Q,False,7,Elevated,40.746848,-73.891394,Outbound,Manhattan,1,1,1,,POINT (-73.891394 40.746848),POINT (-73.891394 40.746848),-8225552.354085151,4975073.205133503,False,POINT (-73.891394 40.746848)
J24,91,91,BMT,Jamaica,Alabama Av,Bk,False,J Z,Elevated,40.676992,-73.898654,Outbound,Manhattan,0,0,0,,POINT (-73.898654 40.676992),POINT (-73.898654 40.676992),-8226360.533588308,4964814.169063691,False,POINT (-73.898654 40.676992)
L21,131,131,BMT,Canarsie,Bushwick Av-Aberdeen St,Bk,False,L,Subway,40.682829,-73.905249,Manhattan,Outbound,0,0,0,,POINT (-73.905249 40.682829),POINT (-73.905249 40.682829),-8227094.685630091,4965670.977644064,False,POINT (-73.905249 40.682829)
R32,28,28,BMT,4th Av,Union St,Bk,False,R,Subway,40.677316,-73.98311,Manhattan,Southbound,0,0,0,,POINT (-73.98311 40.677316),POINT (-73.98311 40.677316),-8235762.132502746,4964861.726799008,False,POINT (-73.98311 40.677316)
631,402,610,IRT,Lexington Av,Grand Central-42 St,M,True,4 5 6,Subway,40.751776,-73.976848,Uptown,Downtown,1,1,1,,POINT (-73.976848 40.751776),POINT (-73.976848 40.751776),-8235065.049851399,4975797.336774315,True,POINT (-73.976848 40.751776)
J16,84,84,BMT,Jamaica,85 St-Forest Pkwy,Q,False,J,Elevated,40.692435,-73.86001,Jamaica,Manhattan,0,0,0,,POINT (-73.86001 40.692435),POINT (-73.86001 40.692435),-8222058.703186094,4967081.198099722,False,POINT (-73.86001 40.692435)
B08,223,223,IND,63rd St,Lexington Av/63 St,M,False,M Q,Subway,40.764629,-73.966113,Uptown & Queens,Downtown,1,1,1,,POINT (-73.966113 40.764629),POINT (-73.966113 40.764629),-8233870.035117733,4977686.238695233,False,POINT (-73.966113 40.764629)
R27,23,635,BMT,Broadway,Whitehall St-South Ferry,M,True,R W,Subway,40.703087,-74.012994,Uptown,Downtown,0,0,0,,POINT (-74.012994 40.703087),POINT (-74.012994 40.703087),-8239088.804165613,4968645.215595229,True,POINT (-74.012994 40.703087)
217,430,430,IRT,Lenox - White Plains Rd,Simpson St,Bx,False,2 5,Elevated,40.824073,-73.893064,Northbound,Manhattan,1,1,1,,POINT (-73.893064 40.824073),POINT (-73.893064 40.824073),-8225738.257634775,4986427.00050757,False,POINT (-73.893064 40.824073)
L27,136,136,BMT,Canarsie,New Lots Av,Bk,False,L,Elevated,40.658733,-73.899232,Manhattan,Canarsie,0,0,0,,POINT (-73.899232 40.658733),POINT (-73.899232 40.658733),-8226424.876253988,4962134.429246773,False,POINT (-73.899232 40.658733)
210,423,423,IRT,Lenox - White Plains Rd,Allerton Av,Bx,False,2 5,Elevated,40.865462,-73.867352,Northbound,Manhattan,0,0,0,,POINT (-73.867352 40.865462),POINT (-73.867352 40.865462),-8222876.010887498,4992517.546962145,False,POINT (-73.867352 40.865462)
D16,226,609,IND,6th Av - Culver,42 St-Bryant Pk,M,True,B D F M,Subway,40.754222,-73.984569,Uptown,Downtown,0,0,0,,POINT (-73.984569 40.754222),POINT (-73.984569 40.754222),-8235924.547639812,4976156.777563609,True,POINT (-73.984569 40.754222)
F36,251,251,IND,6th Av - Culver,Avenue U,Bk,False,F,Elevated,40.596063,-73.973357,Manhattan,Coney Island,0,0,0,,POINT (-73.973357 40.596063),POINT (-73.973357 40.596063),-8234676.433509039,4952942.386091424,False,POINT (-73.973357 40.596063)
416,391,391,IRT,Jerome Av,138 St-Grand Concourse,Bx,False,4 5,Subway,40.813224,-73.929849,Northbound,Manhattan,0,0,0,,POINT (-73.929849 40.813224),POINT (-73.929849 40.813224),-8229833.145103606,4984831.15835646,False,POINT (-73.929849 40.813224)
B20,67,67,BMT,West End,20 Av,Bk,False,D,Elevated,40.604556,-73.998168,Manhattan,Southbound,0,0,0,,POINT (-73.998168 40.604556),POINT (-73.998168 40.604556),-8237438.381395112,4954187.581064051,False,POINT (-73.998168 40.604556)
B13,60,60,BMT,West End,Fort Hamilton Pkwy,Bk,False,D,Elevated,40.640914,-73.994304,Manhattan,Southbound,0,0,0,,POINT (-73.994304 40.640914),POINT (-73.994304 40.640914),-8237008.242882686,4959519.972087188,False,POINT (-73.994304 40.640914)
F25,241,241,IND,6th Av - Culver,15 St-Prospect Park,Bk,False,F G,Subway,40.660365,-73.979493,Northbound,Southbound,0,0,0,,POINT (-73.979493 40.660365),POINT (-73.979493 40.660365),-8235359.489904547,4962373.916089387,False,POINT (-73.979493 40.660365)
138,328,328,IRT,Broadway - 7Av,WTC Cortlandt,M,True,1,Subway,40.711835,-74.012188,Uptown,Downtown,1,1,1,,POINT (-74.012188 40.711835),POINT (-74.012188 40.711835),-8238999.080656033,4969929.8586404165,True,POINT (-74.012188 40.711835)
D20,167,167,IND,6th Av - Culver,W 4 St-Wash Sq,M,True,B D F M,Subway,40.732338,-74.000495,Uptown,Downtown,1,1,1,,POINT (-74.000495 40.732338),POINT (-74.000495 40.732338),-8237697.421850187,4972941.383939534,True,POINT (-74.000495 40.732338)
G26,283,283,IND,Crosstown,Greenpoint Av,Bk,False,G,Subway,40.731352,-73.954449,Queens,Southbound,1,1,1,,POINT (-73.954449 40.731352),POINT (-73.954449 40.731352),-8232571.604577119,4972796.53687552,False,POINT (-73.954449 40.731352)
M18,102,625,BMT,Jamaica,Delancey St-Essex St,M,True,M J Z,Subway,40.718315,-73.987437,Brooklyn,Inbound,0,0,0,,POINT (-73.987437 40.718315),POINT (-73.987437 40.718315),-8236243.811939408,4970881.554898952,True,POINT (-73.987437 40.718315)
L06,119,119,BMT,Canarsie,1 Av,M,True,L,Subway,40.730953,-73.981628,West Side,Brooklyn,1,1,1,,POINT (-73.981628 40.730953),POINT (-73.981628 40.730953),-8235597.15701739,4972737.922902851,True,POINT (-73.981628 40.730953)
D40,55,55,BMT,Broadway - Brighton,Brighton Beach,Bk,False,B Q,Elevated,40.577621,-73.961376,Manhattan,Southbound,0,0,0,,POINT (-73.961376 40.577621),POINT (-73.961376 40.577621),-8233342.714689845,4950239.07030261,False,POINT (-73.961376 40.577621)
A27,163,611,IND,8th Av - Fulton St,42 St-Port Authority Bus Terminal,M,True,A C E,Subway,40.757308,-73.989735,Uptown,Downtown,1,1,1,,POINT (-73.989735 40.757308),POINT (-73.989735 40.757308),-8236499.624129251,4976610.285505107,True,POINT (-73.989735 40.757308)
R04,3,3,BMT,Astoria,30 Av,Q,False,N W,Elevated,40.766779,-73.921479,Astoria,Manhattan,0,0,0,,POINT (-73.921479 40.766779),POINT (-73.921479 40.766779),-8228901.4009656655,4978002.242544738,False,POINT (-73.921479 40.766779)
402,379,379,IRT,Jerome Av,Mosholu Pkwy,Bx,False,4,Elevated,40.87975,-73.884655,Woodlawn,Manhattan,1,1,1,,POINT (-73.884655 40.87975),POINT (-73.884655 40.87975),-8224802.172036693,4994620.963410205,False,POINT (-73.884655 40.87975)
H11,209,209,IND,Rockaway,Far Rockaway-Mott Av,Q,False,A,Viaduct,40.603995,-73.755405,Manhattan,Last Stop,1,1,1,,POINT (-73.755405 40.603995),POINT (-73.755405 40.603995),-8210414.127851664,4954105.325579904,False,POINT (-73.755405 40.603995)
L02,116,601,BMT,Canarsie,6 Av,M,True,L,Subway,40.737335,-73.996786,West Side,Brooklyn,1,1,1,,POINT (-73.996786 40.737335),POINT (-73.996786 40.737335),-8237284.5378588345,4973675.494815401,True,POINT (-73.996786 40.737335)
601,360,360,IRT,Pelham,Pelham Bay Park,Bx,False,6,Elevated,40.852462,-73.828121,Last Stop,Manhattan,1,1,1,,POINT (-73.828121 40.852462),POINT (-73.828121 40.852462),-8218508.835944187,4990604.138461809,False,POINT (-73.828121 40.852462)
723,465,610,IRT,Flushing,Grand Central-42 St,M,True,7,Subway,40.751431,-73.976041,Queens,Hudson Yards,1,1,1,,POINT (-73.976041 40.751431),POINT (-73.976041 40.751431),-8234975.215022328,4975746.639934731,True,POINT (-73.976041 40.751431)
613,371,371,IRT,Pelham,Hunts Point Av,Bx,False,6,Subway,40.820948,-73.890549,Northbound,Manhattan,1,1,1,,POINT (-73.890549 40.820948),POINT (-73.890549 40.820948),-8225458.289115429,4985967.299421853,False,POINT (-73.890549 40.820948)
S27,505,505,SIR,Staten Island,Grasmere,SI,False,SIR,Open Cut,40.603117,-74.084087,Ferry,South Shore,0,0,0,,POINT (-74.084087 40.603117),POINT (-74.084087 40.603117),-8247002.840724578,4953976.592001196,False,POINT (-74.084087 40.603117)
J20,87,87,BMT,Jamaica,Crescent St,Bk,False,J Z,Elevated,40.683194,-73.873785,Outbound,Manhattan,0,0,0,,POINT (-73.873785 40.683194),POINT (-73.873785 40.683194),-8223592.129171771,4965724.558195893,False,POINT (-73.873785 40.683194)
A64,194,194,IND,Liberty Av,111 St,Q,False,A,Elevated,40.684331,-73.832163,Manhattan,Ozone Park,0,0,0,,POINT (-73.832163 40.684331),POINT (-73.832163 40.684331),-8218958.789325972,4965891.467165388,False,POINT (-73.832163 40.684331)
A07,147,147,IND,8th Av - Fulton St,175 St,M,False,A,Subway,40.847391,-73.939704,Uptown,Downtown,1,1,1,,POINT (-73.939704 40.847391),POINT (-73.939704 40.847391),-8230930.198685373,4989857.863751695,False,POINT (-73.939704 40.847391)
106,296,296,IRT,Broadway - 7Av,Marble Hill-225 St,M,False,1,Elevated,40.874561,-73.909831,The Bronx,Downtown,0,0,0,,POINT (-73.909831 40.874561),POINT (-73.909831 40.874561),-8227604.751536906,4993857.0091846185,False,POINT (-73.909831 40.874561)
121,311,311,IRT,Broadway - 7Av,86 St,M,False,1,Subway,40.788644,-73.976218,Uptown,Downtown,0,0,0,,POINT (-73.976218 40.788644),POINT (-73.976218 40.788644),-8234994.918572199,4981216.509069281,False,POINT (-73.976218 40.788644)
206,419,419,IRT,Lenox - White Plains Rd,225 St,Bx,False,2 5,Elevated,40.888022,-73.860341,Northbound,Manhattan,0,0,0,,POINT (-73.860341 40.888022),POINT (-73.860341 40.888022),-8222095.549937547,4995838.938354907,False,POINT (-73.860341 40.888022)
G13,266,266,IND,Queens Blvd,Elmhurst Av,Q,False,M R,Subway,40.742454,-73.882017,Outbound,Manhattan,0,0,0,,POINT (-73.882017 40.742454),POINT (-73.882017 40.742454),-8224508.511219982,4974427.585931267,False,POINT (-73.882017 40.742454)
635,406,602,IRT,Lexington Av,14 St-Union Sq,M,True,4 5 6,Subway,40.734673,-73.989951,Uptown,Downtown,0,0,0,,POINT (-73.989951 40.734673),POINT (-73.989951 40.734673),-8236523.669139262,4973284.412677233,True,POINT (-73.989951 40.734673)
D13,151,151,IND,Concourse,145 St,M,False,B D,Subway,40.824783,-73.944216,Uptown,Downtown,0,0,0,,POINT (-73.944216 40.824783),POINT (-73.944216 40.824783),-8231432.472227832,4986531.447613904,False,POINT (-73.944216 40.824783)
D27,43,43,BMT,Broadway - Brighton,Parkside Av,Bk,False,Q,Open Cut,40.655292,-73.961495,Manhattan,Southbound,0,0,0,,POINT (-73.961495 40.655292),POINT (-73.961495 40.655292),-8233355.961709249,4961629.50100352,False,POINT (-73.961495 40.655292)
248,343,343,IRT,Eastern Pky,Nostrand Av,Bk,False,3,Subway,40.669847,-73.950466,Manhattan,Outbound,0,0,0,,POINT (-73.950466 40.669847),POINT (-73.950466 40.669847),-8232128.219045291,4963765.46231588,False,POINT (-73.950466 40.669847)
707,451,451,IRT,Flushing,Junction Blvd,Q,False,7,Elevated,40.749145,-73.869527,Outbound,Manhattan,1,1,1,,POINT (-73.869527 40.749145),POINT (-73.869527 40.749145),-8223118.130779974,4975410.724913018,False,POINT (-73.869527 40.749145)
R44,38,38,BMT,4th Av,86 St,Bk,False,R,Subway,40.622687,-74.028398,Manhattan,Bay Ridge,1,1,1,,POINT (-74.028398 40.622687),POINT (-74.028398 40.622687),-8240803.569601792,4956846.3739109095,False,POINT (-74.028398 40.622687)
412,387,387,IRT,Jerome Av,170 St,Bx,False,4,Elevated,40.840075,-73.917791,Northbound,Manhattan,1,1,1,,POINT (-73.917791 40.840075),POINT (-73.917791 40.840075),-8228490.85468362,4988781.303796248,False,POINT (-73.917791 40.840075)
221,434,434,IRT,Lenox - White Plains Rd,3 Av-149 St,Bx,False,2 5,Subway,40.816109,-73.917757,Northbound,Manhattan,1,1,1,,POINT (-73.917757 40.816109),POINT (-73.917757 40.816109),-8228487.069820932,4985255.504217091,False,POINT (-73.917757 40.816109)
108,298,298,IRT,Broadway - 7Av,207 St,M,False,1,Elevated,40.864621,-73.918822,The Bronx,Downtown,0,0,0,,POINT (-73.918822 40.864621),POINT (-73.918822 40.864621),-8228605.625078629,4992393.752788824,False,POINT (-73.918822 40.864621)
125,315,614,IRT,Broadway - 7Av,59 St-Columbus Circle,M,True,1,Subway,40.768247,-73.981929,Uptown,Downtown,1,1,1,,POINT (-73.981929 40.768247),POINT (-73.981929 40.768247),-8235630.664184119,4978218.012906996,True,POINT (-73.981929 40.768247)
H04,199,199,IND,Rockaway,Broad Channel,Q,False,A S,At Grade,40.608382,-73.815925,Inbound,Rockaways,0,0,0,,POINT (-73.815925 40.608382),POINT (-73.815925 40.608382),-8217151.1834344715,4954748.57894503,False,POINT (-73.815925 40.608382)
A44,177,177,IND,8th Av - Fulton St,Clinton-Washington Avs,Bk,False,C,Subway,40.683263,-73.965838,Manhattan,Outbound,0,0,0,,POINT (-73.965838 40.683263),POINT (-73.965838 40.683263),-8233839.422257765,4965734.687155105,False,POINT (-73.965838 40.683263)
A49,182,182,IND,8th Av - Fulton St,Ralph Av,Bk,False,C,Subway,40.678822,-73.920786,Manhattan,Outbound,0,0,0,,POINT (-73.920786 40.678822),POINT (-73.920786 40.678822),-8228824.256558547,4965082.785232434,False,POINT (-73.920786 40.678822)
711,455,455,IRT,Flushing,69 St,Q,False,7,Elevated,40.746325,-73.896403,Outbound,Manhattan,0,0,0,,POINT (-73.896403 40.746325),POINT (-73.896403 40.746325),-8226109.953414534,4974996.357461775,False,POINT (-73.896403 40.746325)
B23,70,70,BMT,West End,Bay 50 St,Bk,False,D,Elevated,40.588841,-73.983765,Manhattan,Coney Island,0,0,0,,POINT (-73.983765 40.588841),POINT (-73.983765 40.588841),-8235835.046769216,4951883.6622897675,False,POINT (-73.983765 40.588841)
G11,264,264,IND,Queens Blvd,Woodhaven Blvd,Q,False,M R,Subway,40.733106,-73.869229,Outbound,Manhattan,0,0,0,,POINT (-73.869229 40.733106),POINT (-73.869229 40.733106),-8223084.957571717,4973054.207480536,False,POINT (-73.869229 40.733106)
S09,522,522,SIR,Staten Island,Tottenville,SI,False,SIR,At Grade,40.512764,-74.251961,Ferry,Last Stop,1,1,1,,POINT (-74.251961 40.512764),POINT (-74.251961 40.512764),-8265690.488922007,4940737.937009936,False,POINT (-74.251961 40.512764)
J27,92,621,BMT,Jamaica,Broadway Junction,Bk,False,J Z,Elevated,40.679498,-73.904512,Outbound,Manhattan,0,0,0,,POINT (-73.904512 40.679498),POINT (-73.904512 40.679498),-8227012.643165376,4965182.013616672,False,POINT (-73.904512 40.679498)
L17,128,630,BMT,Canarsie,Myrtle-Wyckoff Avs,Bk,False,L,Subway,40.699814,-73.911586,Manhattan,Outbound,1,1,1,,POINT (-73.911586 40.699814),POINT (-73.911586 40.699814),-8227800.117243248,4968164.619202022,False,POINT (-73.911586 40.699814)
R09,461,461,BMT,Astoria,Queensboro Plaza,Q,False,N W,Elevated,40.750582,-73.940202,Astoria,Manhattan,1,1,1,,POINT (-73.940202 40.750582),POINT (-73.940202 40.750582),-8230985.635791788,4975621.882745286,False,POINT (-73.940202 40.750582)
